INDEX, action count,go_forward(go),go_forward(could not go),turn right,turn left, suck up,  cleaned cell(0)
2 2 3 2 2 2 2 2 3 2 2 
0 0 0 0 1 2 0 0 0 0 0 
0 0 0 1 1 2 0 0 0 0 0 
0 0 0 1 1 3 0 1 1 1 0 
0 0 0 1 1 2 0 1 0 1 0 
0 0 0 1 1 2 0 1 0 1 0 
Index: 114
0 0 0 0 0 2 0 0 0 0 0 
0 0 0 0 0 2 0 0 0 0 0 
0 1 0 0 0 3 0 0 0 0 0 
0 0 0 0 0 2 0 0 0 0 0 
0 1 0 0 0 2 0 0 0 0 0 
2 2 3 2 2 2 2 2 3 2 2 
0 1 0 0 0 2 1 1 1 1 1 
0 0 0 0 0 2 1 1 1 1 1 
0 0 1 0 1 3 1 1 1 1 1 
0 0 0 0 0 2 1 1 1 1 1 
0 0 0 0 0 2 1 1 1 1 1 
Index: 115
1 1 1 1 1 2 0 0 1 0 0 
1 1 1 1 1 2 0 1 0 0 0 
1 1 1 1 1 3 0 1 0 0 0 
1 1 1 1 1 2 0 0 0 0 0 
1 1 1 1 1 2 0 0 0 0 0 
2 2 3 2 2 2 2 2 3 2 2 
0 0 0 0 0 2 0 0 0 0 0 
0 0 0 0 0 2 0 1 0 0 0 
0 0 1 0 0 3 0 0 0 0 0 
0 0 0 0 0 2 0 0 0 0 0 
0 0 0 0 0 2 0 1 1 1 0 
Index: 116
0 0 0 0 0 2 0 0 0 0 0 
0 0 0 0 0 2 0 0 0 0 0 
0 0 0 0 0 3 0 0 0 0 0 
0 0 0 0 1 2 0 0 0 0 0 
0 0 0 0 0 2 0 0 0 0 0 
2 2 3 2 2 2 2 2 3 2 2 
0 0 0 0 1 2 1 1 0 1 0 
0 0 0 1 1 2 0 0 0 1 1 
0 0 0 0 0 3 0 0 0 1 1 
0 0 0 0 0 2 0 0 0 1 1 
0 0 0 0 0 2 0 0 0 0 0 
Index: 117
1 1 1 1 1 2 0 0 0 0 0 
0 1 1 1 1 2 0 0 0 0 0 
0 0 1 1 1 3 0 0 0 0 0 
0 1 1 1 1 2 0 0 0 0 0 
1 0 0 0 0 2 0 0 0 0 0 
2 2 3 2 2 2 2 2 3 2 2 
0 0 0 1 1 2 0 0 0 0 0 
0 1 1 1 0 2 0 0 0 0 0 
0 1 0 1 0 3 0 0 0 0 0 
0 0 1 1 1 2 0 0 0 0 0 
0 0 0 0 1 2 0 0 0 0 0 
Index: 118
1 1 1 1 1 2 1 1 1 1 1 
1 1 1 1 1 2 1 1 1 1 1 
1 1 1 1 1 3 1 1 1 1 1 
1 1 1 1 1 2 1 1 1 1 1 
1 1 1 1 1 2 1 1 1 1 1 
2 2 3 2 2 2 2 2 3 2 2 
0 0 0 0 0 2 0 0 0 0 0 
0 0 0 0 0 2 0 0 0 1 0 
0 0 0 0 0 3 0 0 1 0 0 
0 0 0 0 0 2 0 0 0 0 0 
0 0 0 0 0 2 0 0 0 0 0 
Index: 119
0 0 0 0 0 2 0 1 0 0 0 
0 0 0 0 0 2 0 0 0 0 0 
0 0 0 0 0 3 0 0 0 0 0 
0 0 0 0 1 2 0 0 0 0 1 
0 0 0 0 1 2 0 1 0 1 1 
2 2 3 2 2 2 2 2 3 2 2 
1 0 0 0 1 2 0 0 0 0 0 
1 1 1 0 1 2 0 0 0 0 0 
1 1 0 0 0 3 0 0 0 0 1 
1 1 1 0 0 2 0 0 0 0 1 
0 1 1 0 0 2 0 0 0 0 0 
Index: 120
0 0 0 0 0 2 1 1 1 1 1 
0 0 1 0 1 2 1 1 1 1 1 
0 0 1 1 0 3 1 1 1 1 1 
0 0 0 1 1 2 1 1 1 1 1 
0 0 0 1 0 2 1 1 1 1 1 
2 2 3 2 2 2 2 2 3 2 2 
0 0 0 0 0 2 1 1 1 1 1 
0 0 0 0 0 2 1 1 1 1 1 
0 0 0 0 0 3 1 1 1 1 1 
0 0 0 0 1 2 1 1 1 1 1 
0 0 0 0 0 2 1 1 1 1 1 
Index: 121
0 0 0 0 0 2 0 0 0 1 1 
0 0 0 0 0 2 0 0 0 0 1 
0 0 0 0 0 3 0 1 0 1 1 
0 0 0 0 0 2 0 0 0 1 1 
0 0 0 0 0 2 0 1 0 0 1 
2 2 3 2 2 2 2 2 3 2 2 
0 0 0 0 0 2 1 1 1 1 1 
0 0 0 0 0 2 1 1 0 1 1 
0 0 0 0 0 3 1 0 0 1 1 
0 0 0 0 0 2 1 1 1 1 1 
0 0 0 0 0 2 1 1 1 1 1 
Index: 122
0 0 0 0 0 2 0 1 0 1 0 
0 0 0 0 0 2 1 0 1 1 0 
0 0 0 0 0 3 0 0 0 1 0 
0 0 0 0 0 2 0 0 1 1 0 
0 0 0 0 0 2 1 1 1 1 0 
2 2 3 2 2 2 2 2 3 2 2 
0 0 0 0 0 2 1 1 1 1 1 
0 1 0 0 0 2 1 1 1 1 1 
1 1 1 0 0 3 1 1 1 1 1 
0 1 0 0 0 2 1 1 1 1 1 
0 0 0 0 0 2 1 1 1 1 1 
Index: 123
0 0 0 0 0 2 1 1 0 1 0 
0 0 0 0 1 2 1 0 0 1 1 
0 0 0 0 0 3 0 0 0 1 0 
0 0 0 0 1 2 1 0 0 0 0 
0 0 0 1 1 2 1 1 0 0 0 
2 2 3 2 2 2 2 2 3 2 2 
0 0 0 0 0 2 0 1 0 1 1 
0 0 0 0 0 2 1 1 0 0 0 
0 0 0 0 0 3 0 0 0 1 0 
0 1 0 0 0 2 1 1 1 1 1 
0 0 0 0 1 2 0 1 1 1 1 
Index: 124
0 0 0 0 0 2 0 0 0 0 0 
0 0 0 1 0 2 0 0 0 0 0 
1 0 0 1 0 3 0 0 0 0 0 
0 1 0 1 0 2 0 0 0 0 0 
0 0 1 0 0 2 0 0 1 0 0 
2 2 3 2 2 2 2 2 3 2 2 
0 0 0 0 0 2 1 1 0 1 0 
0 0 0 1 0 2 1 1 1 0 1 
0 0 1 1 1 3 1 1 1 1 0 
0 0 0 0 1 2 1 1 0 0 0 
0 1 1 1 1 2 1 1 1 1 1 
Index: 125
0 1 1 1 1 2 0 0 0 0 0 
0 0 0 0 1 2 1 0 0 0 0 
0 0 0 0 0 3 0 0 0 0 0 
0 0 0 0 0 2 1 0 1 0 0 
0 0 0 1 0 2 1 1 0 0 0 
2 2 3 2 2 2 2 2 3 2 2 
0 0 0 0 0 2 0 1 0 0 0 
0 0 0 0 0 2 0 0 0 1 0 
0 0 0 0 0 3 0 0 0 0 0 
0 0 0 0 0 2 0 0 0 0 0 
0 0 0 0 0 2 0 0 0 1 0 
Index: 126
0 0 0 0 0 2 0 0 1 0 0 
0 0 0 0 0 2 1 0 0 0 1 
0 0 0 0 0 3 0 1 0 1 0 
0 0 1 0 0 2 0 1 0 0 0 
0 0 0 0 1 2 0 0 0 0 0 
2 2 3 2 2 2 2 2 3 2 2 
1 0 0 0 1 2 1 1 1 1 1 
1 0 0 0 1 2 1 1 1 1 1 
0 0 0 1 1 3 1 1 1 1 1 
0 0 0 0 0 2 1 1 1 1 1 
0 0 0 0 0 2 1 1 1 1 1 
Index: 127
0 0 1 0 1 2 1 1 1 1 1 
0 0 0 0 0 2 1 1 1 1 1 
0 0 1 1 1 3 1 1 1 1 1 
0 0 0 1 1 2 1 1 1 1 1 
0 0 0 0 1 2 1 1 1 1 1 
2 2 3 2 2 2 2 2 3 2 2 
0 0 0 0 0 2 0 0 0 0 0 
0 0 0 0 0 2 0 0 0 0 0 
0 0 0 0 0 3 0 0 0 0 0 
0 0 1 0 0 2 0 0 0 0 0 
0 0 0 1 1 2 1 0 0 0 0 
Index: 128
0 0 0 0 0 2 1 1 1 1 1 
0 0 0 1 0 2 1 1 1 1 1 
0 1 0 1 0 3 1 1 1 1 1 
0 1 0 0 0 2 1 1 1 1 1 
0 0 0 0 0 2 1 1 1 1 1 
2 2 3 2 2 2 2 2 3 2 2 
0 0 0 0 0 2 0 1 1 1 1 
0 0 0 0 0 2 1 0 0 0 0 
0 0 0 0 0 3 0 0 1 1 0 
0 0 0 0 0 2 0 0 1 0 0 
0 0 0 0 0 2 1 0 1 0 0 
Index: 129
1 1 0 1 0 2 0 0 0 0 0 
0 0 0 1 0 2 0 0 0 0 0 
0 0 0 1 0 3 0 0 0 0 0 
0 0 0 0 0 2 0 0 1 0 0 
0 0 0 0 1 2 0 0 0 0 0 
2 2 3 2 2 2 2 2 3 2 2 
0 0 0 0 0 2 0 1 0 0 1 
0 0 0 0 0 2 0 0 0 0 0 
0 1 0 0 0 3 0 0 0 1 0 
0 1 1 1 1 2 0 0 0 0 0 
0 0 0 1 1 2 0 0 0 0 0 
Index: 130
1 1 1 1 1 2 1 1 1 1 1 
1 1 1 1 1 2 1 1 1 1 1 
1 1 1 1 1 3 1 1 1 1 1 
1 1 1 1 1 2 1 1 1 1 1 
1 1 1 1 1 2 1 1 1 1 1 
2 2 3 2 2 2 2 2 3 2 2 
1 1 1 1 1 2 0 0 0 0 0 
1 1 1 0 1 2 0 0 0 0 0 
0 1 1 0 0 3 0 0 0 0 0 
0 0 1 0 0 2 0 0 0 0 0 
0 1 1 1 0 2 0 0 0 0 0 
Index: 131
0 1 0 0 0 2 1 1 1 1 1 
0 0 0 0 0 2 1 1 1 1 1 
0 1 1 0 0 3 1 1 1 1 1 
0 0 0 0 0 2 1 1 1 1 1 
0 0 0 0 0 2 1 1 1 1 1 
2 2 3 2 2 2 2 2 3 2 2 
0 0 0 0 0 2 0 0 0 0 0 
0 0 0 0 0 2 0 0 1 0 1 
0 0 0 0 1 3 0 0 1 0 0 
0 0 0 0 0 2 0 0 0 0 0 
0 0 0 0 0 2 0 0 0 0 0 
Index: 132
0 1 1 0 0 2 0 0 0 0 0 
0 0 1 0 0 2 0 0 0 0 0 
0 0 1 0 0 3 0 0 0 0 0 
1 1 0 0 0 2 0 0 0 0 0 
0 1 0 1 1 2 0 0 0 0 0 
2 2 3 2 2 2 2 2 3 2 2 
1 1 1 1 1 2 0 0 0 1 0 
1 1 1 1 1 2 0 0 0 0 0 
1 1 1 1 0 3 0 0 0 1 0 
0 1 1 1 0 2 0 0 0 0 0 
0 1 0 0 0 2 0 0 1 1 0 
Index: 133
1 1 1 1 1 2 1 0 0 0 0 
1 1 1 1 1 2 1 1 0 0 0 
1 1 1 1 1 3 1 1 1 0 0 
1 1 1 1 1 2 1 1 0 0 0 
1 1 1 1 1 2 1 0 0 0 0 
2 2 3 2 2 2 2 2 3 2 2 
0 0 0 0 0 2 0 0 0 0 0 
0 0 0 0 0 2 0 0 1 0 0 
0 0 0 0 0 3 0 0 0 0 0 
0 0 0 0 0 2 0 0 0 0 0 
0 0 0 0 0 2 0 0 0 0 0 
Index: 134
0 0 0 0 0 2 0 0 0 0 0 
0 0 0 0 1 2 0 0 0 0 0 
0 0 0 0 0 3 0 0 0 0 0 
1 0 1 0 0 2 1 1 0 1 0 
0 1 0 0 0 2 1 1 1 0 0 
2 2 3 2 2 2 2 2 3 2 2 
1 1 0 1 0 2 0 0 1 1 0 
1 1 0 0 1 2 0 0 0 1 0 
1 1 1 0 0 3 0 0 0 0 0 
0 0 0 0 0 2 0 0 0 0 0 
0 0 0 0 1 2 0 0 0 0 0 
Index: 135
0 0 0 0 0 2 0 0 1 0 0 
0 0 0 0 0 2 0 0 0 0 0 
0 0 0 1 0 3 0 0 0 0 0 
0 0 0 0 0 2 0 0 0 0 0 
0 0 0 0 0 2 0 1 0 0 0 
2 2 3 2 2 2 2 2 3 2 2 
0 1 0 1 1 2 1 1 1 0 0 
0 0 0 1 1 2 1 1 1 1 0 
1 1 1 1 0 3 1 1 1 1 0 
1 0 0 1 0 2 1 1 1 1 1 
0 0 1 0 0 2 1 1 1 1 1 
Index: 136
1 1 1 1 1 2 1 1 1 1 1 
1 1 1 1 0 2 1 1 1 1 1 
1 1 1 1 0 3 0 1 1 1 1 
1 1 1 1 0 2 1 1 1 1 1 
1 1 1 1 1 2 1 1 1 1 1 
2 2 3 2 2 2 2 2 3 2 2 
0 0 0 0 0 2 0 0 0 0 0 
0 0 0 0 0 2 0 0 0 0 0 
0 0 0 0 0 3 0 0 0 0 0 
0 0 0 0 0 2 0 0 0 0 0 
0 0 0 0 0 2 0 0 0 0 0 
Index: 137
1 1 1 1 1 2 0 0 0 1 1 
1 1 1 1 0 2 0 1 0 0 1 
1 1 1 1 1 3 0 0 1 1 0 
1 1 1 1 1 2 0 0 0 0 0 
1 1 1 1 1 2 0 0 0 0 0 
2 2 3 2 2 2 2 2 3 2 2 
1 1 0 0 0 2 0 0 0 0 0 
1 1 1 0 0 2 0 0 0 0 0 
0 1 1 0 0 3 0 0 0 0 0 
0 1 0 0 0 2 0 0 0 0 0 
1 1 1 1 1 2 0 0 0 0 0 
Index: 138
0 0 0 0 0 2 0 0 0 0 0 
0 0 0 0 0 2 1 0 0 0 0 
0 0 0 0 0 3 0 0 0 0 1 
0 0 0 0 0 2 0 0 0 1 1 
0 0 0 0 0 2 0 0 0 1 1 
2 2 3 2 2 2 2 2 3 2 2 
0 0 0 0 0 2 1 1 1 1 1 
0 0 0 1 0 2 1 1 1 1 1 
0 0 0 1 0 3 1 1 1 1 1 
0 0 0 1 0 2 1 1 1 1 1 
0 1 1 0 0 2 1 1 1 1 1 
Index: 139
0 1 1 1 1 2 0 0 0 0 0 
0 1 1 1 1 2 0 0 0 0 0 
0 1 1 1 1 3 0 0 0 0 0 
0 0 0 1 0 2 0 0 0 0 0 
0 1 1 1 0 2 0 0 0 0 0 
2 2 3 2 2 2 2 2 3 2 2 
1 1 0 0 0 2 1 1 0 1 1 
1 1 1 0 0 2 1 1 0 1 1 
0 0 0 0 0 3 0 1 1 1 1 
0 1 1 1 0 2 1 1 1 1 1 
0 0 0 0 0 2 1 1 1 1 1 
Index: 140
0 0 0 0 0 2 0 0 0 0 0 
0 0 0 0 0 2 0 1 0 0 1 
0 0 0 0 0 3 0 0 1 0 0 
0 0 0 0 0 2 0 0 0 0 0 
0 0 0 0 0 2 0 0 0 0 0 
2 2 3 2 2 2 2 2 3 2 2 
0 0 0 0 0 2 1 1 0 1 1 
0 0 1 0 0 2 1 1 1 1 1 
0 1 1 0 0 3 0 0 1 1 1 
0 0 0 0 0 2 1 1 0 1 0 
0 1 0 0 0 2 1 1 1 1 1 
Index: 141
0 0 0 0 0 2 1 1 1 1 1 
1 1 0 0 0 2 1 1 1 1 1 
0 0 0 0 1 3 1 1 1 1 1 
0 0 1 0 1 2 1 1 1 1 1 
0 0 0 0 1 2 1 1 1 1 1 
2 2 3 2 2 2 2 2 3 2 2 
0 0 0 0 0 2 0 0 1 1 0 
0 0 0 0 0 2 0 0 0 0 0 
1 0 0 0 0 3 0 0 0 0 0 
1 1 1 1 0 2 0 0 0 0 0 
0 0 0 1 0 2 0 0 0 0 0 
Index: 142
0 0 1 0 1 2 0 1 1 0 0 
0 0 1 0 0 2 0 0 0 0 1 
0 0 0 0 0 3 0 0 0 0 1 
1 0 0 0 0 2 0 0 0 0 0 
0 0 0 0 0 2 0 0 0 0 0 
2 2 3 2 2 2 2 2 3 2 2 
0 0 0 0 0 2 1 0 0 0 0 
0 0 0 0 1 2 1 0 0 0 1 
0 0 0 0 0 3 0 1 0 0 0 
0 0 0 0 0 2 0 0 0 1 1 
0 0 0 0 0 2 0 1 1 1 1 
Index: 143
0 0 0 0 0 2 0 0 1 1 1 
0 0 1 0 0 2 0 0 0 0 0 
0 0 0 0 0 3 0 0 1 0 1 
0 0 0 0 1 2 0 0 1 0 0 
1 1 0 0 0 2 1 0 0 0 0 
2 2 3 2 2 2 2 2 3 2 2 
1 1 0 1 1 2 0 0 0 0 0 
1 1 0 1 1 2 0 0 0 0 0 
1 1 0 1 1 3 0 1 0 0 0 
1 0 0 0 1 2 0 0 0 0 0 
0 1 0 0 0 2 0 0 0 0 0 
Index: 144
0 0 0 1 1 2 0 0 0 0 0 
0 0 0 1 1 2 0 0 0 0 0 
1 1 0 0 0 3 0 0 1 1 0 
0 0 1 1 0 2 0 0 0 1 1 
1 1 1 1 1 2 0 0 0 1 0 
2 2 3 2 2 2 2 2 3 2 2 
1 1 1 0 1 2 0 0 0 0 0 
0 1 0 0 0 2 0 0 0 0 0 
1 1 0 0 0 3 0 0 0 0 0 
0 0 0 0 0 2 0 0 0 0 0 
0 0 1 1 0 2 0 0 0 0 0 
Index: 145
0 0 0 0 0 2 1 0 0 0 0 
0 0 0 0 0 2 1 1 1 0 1 
0 0 0 0 0 3 0 1 0 1 1 
1 0 0 0 0 2 0 1 0 1 0 
0 0 0 0 0 2 0 1 0 1 0 
2 2 3 2 2 2 2 2 3 2 2 
1 0 0 1 0 2 0 0 0 0 0 
0 0 0 0 0 2 0 0 0 0 0 
0 0 0 0 0 3 0 0 0 1 0 
0 0 0 0 0 2 0 0 0 0 0 
0 0 0 0 0 2 0 0 0 0 1 
Index: 146
0 0 0 0 0 2 0 1 1 1 1 
0 0 0 0 0 2 0 0 1 1 1 
0 0 0 0 0 3 0 1 1 1 1 
0 0 0 0 0 2 0 1 1 1 1 
0 0 0 0 0 2 0 1 1 1 1 
2 2 3 2 2 2 2 2 3 2 2 
0 0 0 0 0 2 1 1 1 1 1 
0 0 0 0 0 2 1 1 1 1 1 
1 0 0 0 0 3 1 1 1 1 1 
0 0 1 0 0 2 1 1 1 1 1 
0 1 1 1 1 2 1 1 1 1 1 
Index: 147
1 1 1 1 1 2 1 1 1 1 1 
1 1 1 1 1 2 1 1 1 1 1 
1 1 1 1 1 3 1 1 1 1 1 
1 1 1 1 1 2 1 1 1 1 1 
1 1 1 1 1 2 1 1 0 1 1 
2 2 3 2 2 2 2 2 3 2 2 
1 1 1 0 0 2 0 0 0 0 0 
1 1 1 1 1 2 0 0 0 0 0 
0 0 1 1 1 3 0 0 0 0 0 
1 0 0 1 1 2 0 0 0 0 0 
1 0 0 0 1 2 0 0 0 0 0 
Index: 148
1 1 0 1 1 2 0 0 0 0 0 
0 1 0 1 0 2 0 0 0 0 0 
0 1 0 0 0 3 0 0 0 0 0 
0 0 1 0 0 2 0 0 0 0 0 
0 0 0 0 0 2 0 0 0 0 1 
2 2 3 2 2 2 2 2 3 2 2 
1 1 1 1 0 2 1 1 0 0 1 
0 0 1 1 0 2 1 1 0 0 0 
0 1 0 0 0 3 0 0 0 1 1 
0 0 0 0 0 2 0 0 0 0 0 
0 0 0 0 0 2 0 0 0 0 0 
Index: 149
1 1 0 0 0 2 0 0 0 0 0 
0 0 0 0 0 2 0 0 0 0 0 
1 1 0 0 0 3 0 0 0 0 0 
1 0 0 0 0 2 0 0 0 0 0 
1 1 0 0 0 2 0 0 0 1 0 
2 2 3 2 2 2 2 2 3 2 2 
0 0 0 0 0 2 1 1 0 0 0 
0 0 0 1 1 2 0 0 0 0 0 
0 0 0 0 1 3 0 0 0 0 0 
1 0 0 1 1 2 1 1 0 1 1 
1 1 0 1 1 2 0 1 0 0 1 
Index: 150
0 0 0 0 0 2 1 1 1 1 1 
0 0 0 0 0 2 1 1 1 1 1 
0 0 0 0 0 3 1 1 1 1 1 
0 0 0 0 0 2 1 1 1 1 1 
0 0 0 0 0 2 1 1 1 1 1 
2 2 3 2 2 2 2 2 3 2 2 
0 0 0 0 0 2 1 1 1 1 1 
0 0 1 0 0 2 1 1 1 1 1 
0 0 0 0 0 3 1 1 1 1 1 
0 0 0 0 0 2 1 1 1 1 1 
1 0 0 0 0 2 1 1 1 1 1 
Index: 151
0 0 0 1 0 2 0 0 0 0 0 
0 0 0 1 0 2 0 0 0 0 0 
0 1 1 1 0 3 0 0 0 0 0 
0 0 0 0 1 2 0 0 0 0 0 
0 0 0 0 1 2 0 0 0 0 0 
2 2 3 2 2 2 2 2 3 2 2 
1 1 1 1 1 2 1 1 1 1 1 
1 1 0 1 1 2 1 1 1 1 1 
1 1 0 1 1 3 1 1 1 1 1 
0 1 1 1 1 2 1 1 1 1 1 
0 1 1 1 1 2 1 1 1 1 1 
Index: 152
1 1 0 0 0 2 0 1 1 0 0 
0 1 0 0 0 2 0 0 0 0 0 
0 0 0 0 0 3 0 0 0 0 0 
0 1 0 0 0 2 1 1 0 0 1 
1 0 0 0 0 2 1 1 0 1 1 
2 2 3 2 2 2 2 2 3 2 2 
0 0 0 1 1 2 0 0 0 0 0 
0 0 0 0 0 2 0 0 0 0 0 
0 0 0 1 0 3 1 1 0 0 0 
0 0 0 0 1 2 0 0 0 0 0 
0 0 0 1 0 2 0 0 0 0 0 
Index: 153
0 0 0 0 0 2 0 1 1 1 1 
0 0 0 0 0 2 0 1 1 1 1 
0 0 0 0 0 3 0 1 1 1 1 
0 0 0 0 0 2 1 1 1 1 1 
1 0 0 0 0 2 1 1 1 1 1 
2 2 3 2 2 2 2 2 3 2 2 
0 0 0 0 0 2 0 0 0 0 0 
0 1 0 0 0 2 0 0 0 0 0 
0 0 0 0 0 3 0 1 0 1 0 
0 0 0 0 0 2 0 1 0 1 1 
0 0 0 0 0 2 0 1 0 0 0 
Index: 154
1 0 0 1 0 2 0 0 0 0 0 
1 0 1 0 1 2 1 0 0 0 0 
1 0 0 0 0 3 0 0 0 0 0 
1 1 0 0 0 2 0 1 0 1 0 
1 1 0 1 0 2 0 0 0 1 1 
2 2 3 2 2 2 2 2 3 2 2 
0 0 0 0 0 2 0 0 0 0 0 
0 0 0 0 0 2 0 0 0 0 0 
0 0 0 0 0 3 0 0 1 0 1 
0 1 0 0 0 2 0 0 0 0 1 
0 0 0 0 0 2 1 1 0 1 1 
Index: 155
1 1 1 1 1 2 0 0 0 0 0 
1 1 1 1 1 2 0 0 0 0 0 
1 1 0 1 1 3 0 0 0 0 0 
1 1 0 1 1 2 0 0 0 0 0 
1 1 0 1 1 2 0 0 0 0 0 
2 2 3 2 2 2 2 2 3 2 2 
1 1 0 0 1 2 0 0 0 0 0 
0 0 0 0 1 2 0 1 1 0 0 
0 0 0 0 0 3 0 0 0 0 0 
0 0 0 0 0 2 0 0 0 0 0 
0 0 0 0 1 2 0 0 0 0 0 
Index: 156
0 0 0 1 1 2 0 0 0 0 0 
0 0 0 0 0 2 0 0 0 0 0 
0 1 0 1 0 3 0 0 0 0 0 
1 1 0 0 0 2 0 0 0 0 0 
1 1 0 1 0 2 0 0 0 0 0 
2 2 3 2 2 2 2 2 3 2 2 
0 0 0 0 0 2 0 0 0 0 1 
0 1 0 0 0 2 0 0 0 1 0 
0 0 0 1 0 3 0 0 1 1 1 
0 0 0 1 0 2 0 0 1 1 1 
0 0 0 0 0 2 1 1 1 1 1 
Index: 157
0 0 0 0 1 2 1 1 0 0 0 
0 0 0 0 0 2 0 0 0 0 0 
0 0 0 0 0 3 0 0 0 0 0 
0 0 0 0 0 2 0 1 0 0 0 
0 0 0 0 0 2 0 0 0 0 0 
2 2 3 2 2 2 2 2 3 2 2 
0 0 0 0 1 2 1 1 1 1 1 
0 0 1 0 1 2 1 1 1 1 1 
0 0 0 0 0 3 1 1 1 1 1 
0 1 0 0 0 2 1 1 1 1 1 
0 0 0 0 0 2 1 1 1 1 1 
Index: 158
1 1 0 0 0 2 0 0 0 0 0 
1 1 0 1 0 2 0 0 0 0 0 
0 1 1 1 0 3 0 0 0 0 0 
1 1 0 0 1 2 0 0 0 0 0 
1 0 0 1 1 2 0 0 0 0 0 
2 2 3 2 2 2 2 2 3 2 2 
0 0 1 1 0 2 1 1 0 1 1 
0 0 0 0 0 2 1 1 0 1 1 
0 0 0 0 0 3 0 0 1 1 1 
0 0 0 0 0 2 1 1 1 1 1 
0 0 0 0 0 2 1 1 1 1 1 
Index: 159
0 0 0 0 0 2 0 0 0 0 1 
0 0 0 0 0 2 0 0 0 1 1 
1 0 0 0 0 3 0 0 0 0 1 
0 0 0 0 0 2 1 0 1 1 1 
0 0 0 0 0 2 0 1 1 1 1 
2 2 3 2 2 2 2 2 3 2 2 
0 1 0 0 0 2 1 1 1 1 1 
0 0 1 0 0 2 1 1 1 1 1 
0 0 0 0 0 3 1 1 1 1 1 
0 0 0 0 1 2 1 1 1 1 1 
0 0 0 0 0 2 1 1 1 1 1 
Index: 160
0 0 0 0 0 2 1 1 1 1 1 
0 0 0 0 0 2 1 1 1 1 1 
1 0 0 0 0 3 0 0 1 1 1 
0 0 1 0 0 2 0 0 1 1 1 
1 0 0 0 1 2 1 1 0 1 1 
2 2 3 2 2 2 2 2 3 2 2 
1 1 1 0 0 2 0 0 0 0 0 
0 1 1 1 0 2 0 0 0 0 0 
0 0 0 0 0 3 0 0 0 0 0 
0 0 0 0 0 2 0 0 0 0 0 
0 0 0 0 0 2 0 0 0 0 0 
Index: 161
0 1 0 0 0 2 0 0 0 1 0 
0 0 0 0 0 2 0 0 0 0 0 
0 0 0 0 0 3 0 0 0 1 0 
1 1 0 0 0 2 0 0 0 0 0 
1 0 0 0 0 2 0 0 0 0 0 
2 2 3 2 2 2 2 2 3 2 2 
0 0 0 0 0 2 0 0 0 0 1 
1 0 1 1 1 2 0 0 0 0 0 
0 0 0 1 1 3 0 0 0 0 1 
0 1 0 0 1 2 0 0 0 0 0 
0 1 0 1 1 2 0 0 0 0 0 
Index: 162
0 0 0 0 0 2 0 0 0 1 1 
0 0 0 0 0 2 1 1 1 1 1 
0 0 0 0 0 3 0 1 0 1 1 
0 0 0 0 0 2 0 0 0 0 0 
1 0 0 1 0 2 0 0 1 0 0 
2 2 3 2 2 2 2 2 3 2 2 
0 0 0 0 0 2 1 1 1 1 1 
0 0 0 0 0 2 1 1 1 1 1 
0 0 0 0 0 3 1 1 1 1 1 
0 0 0 0 0 2 1 1 1 1 1 
0 0 0 0 0 2 1 1 1 1 1 
Index: 163
1 1 1 1 1 2 1 0 1 1 1 
1 1 1 1 1 2 0 0 0 1 0 
1 1 1 1 1 3 0 1 1 0 0 
1 1 1 1 1 2 0 0 1 1 0 
1 1 1 1 1 2 0 0 0 0 1 
2 2 3 2 2 2 2 2 3 2 2 
0 0 0 0 0 2 0 0 0 0 0 
0 0 0 0 0 2 0 0 0 0 0 
0 0 0 0 0 3 0 0 0 0 0 
0 0 0 0 0 2 0 0 0 0 0 
0 0 0 0 0 2 0 1 0 0 0 
Index: 164
0 0 0 0 0 2 1 1 0 0 0 
0 0 0 0 0 2 0 0 0 0 0 
0 0 0 0 0 3 0 0 0 0 0 
0 0 0 1 0 2 0 0 0 0 0 
0 0 0 0 0 2 0 0 0 0 0 
2 2 3 2 2 2 2 2 3 2 2 
1 0 0 0 0 2 1 1 1 1 1 
0 0 0 0 0 2 1 1 1 1 1 
0 0 0 0 0 3 0 1 1 1 1 
0 0 0 0 0 2 1 1 1 1 1 
0 0 0 0 0 2 1 1 1 1 1 
Index: 165
0 0 0 0 0 2 1 1 1 1 1 
0 0 0 0 0 2 1 1 1 1 1 
0 1 0 0 0 3 1 1 1 1 1 
0 0 0 0 0 2 1 1 1 1 1 
0 0 0 0 0 2 1 1 1 1 1 
2 2 3 2 2 2 2 2 3 2 2 
0 0 0 0 0 2 0 0 0 0 0 
0 0 0 0 0 2 0 1 0 0 0 
0 0 0 0 0 3 0 0 0 0 1 
0 0 0 0 0 2 0 0 0 0 0 
0 0 0 0 0 2 0 1 0 0 0 
Index: 166
0 0 0 0 0 2 0 0 0 0 0 
0 0 0 0 0 2 0 0 0 0 1 
0 0 0 0 0 3 0 0 0 0 1 
0 0 0 0 0 2 0 0 0 1 1 
0 0 0 0 0 2 1 1 1 1 1 
2 2 3 2 2 2 2 2 3 2 2 
0 1 0 0 0 2 1 1 1 1 1 
0 1 1 0 0 2 1 1 1 1 1 
1 1 1 0 1 3 1 1 1 1 1 
0 0 0 0 0 2 1 1 1 1 1 
0 0 0 0 1 2 1 1 1 1 1 
Index: 167
1 1 0 0 0 2 1 0 0 1 0 
0 0 0 0 0 2 0 1 1 1 1 
0 0 0 0 0 3 0 0 0 1 1 
