INDEX, action count,go_forward(go),go_forward(could not go),turn right,turn left, suck up,  cleaned cell(0)
Index: 330
0 0 0 0 0 0 0 0 0 0 
0 1 1 1 1 1 0 0 0 0 
0 0 1 1 0 0 0 0 0 0 
0 0 1 1 0 0 0 1 0 0 
1 1 1 0 0 0 0 1 0 0 
0 0 0 1 0 0 0 0 1 0 
0 0 0 0 0 0 0 1 0 0 
0 0 0 1 0 0 0 0 0 0 
1 0 0 1 0 0 1 0 1 0 
0 0 1 1 0 0 0 0 0 0 
Index: 331
0 1 1 1 1 1 0 0 0 1 
0 0 0 1 1 1 1 0 1 1 
0 0 0 1 1 1 0 0 1 1 
1 0 0 1 0 0 0 0 1 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 1 0 0 0 0 0 
0 1 0 0 1 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 1 0 0 0 0 0 0 0 
Index: 332
0 0 1 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 1 0 0 
1 0 0 0 0 0 0 0 0 1 
0 0 0 0 0 0 0 1 0 1 
0 0 0 0 0 0 0 1 1 1 
0 0 0 0 0 0 0 1 1 1 
0 0 0 0 0 0 0 1 1 1 
0 0 0 0 0 0 0 1 1 1 
0 0 0 0 0 0 0 1 1 1 
0 0 0 0 0 0 0 1 1 1 
Index: 333
0 0 0 0 0 0 0 0 1 0 
0 0 0 0 0 0 0 0 1 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 1 0 0 0 0 0 0 
1 1 1 0 0 0 0 0 0 0 
1 1 0 0 0 0 0 0 0 0 
1 1 0 0 0 0 0 0 0 0 
1 1 0 0 0 0 0 0 0 0 
1 1 0 0 0 0 0 0 0 0 
1 1 0 0 0 0 0 0 0 0 
Index: 334
0 0 1 1 1 1 1 0 0 0 
0 0 0 0 1 1 0 0 1 1 
0 0 0 0 1 1 0 1 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
Index: 335
0 1 0 0 0 1 0 0 0 0 
1 1 0 0 0 0 0 0 0 0 
1 0 0 0 0 0 0 1 0 1 
0 0 0 0 0 0 0 0 0 0 
0 1 0 1 0 1 0 1 1 0 
0 0 0 0 0 1 0 0 0 0 
0 0 1 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 1 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
Index: 336
0 0 0 0 0 0 1 1 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
1 0 0 0 0 0 0 0 0 0 
0 1 0 1 1 0 0 0 0 0 
0 0 0 0 1 1 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 1 0 0 0 0 0 0 0 
0 0 0 1 0 0 0 0 0 1 
0 0 0 0 0 0 0 0 1 1 
Index: 337
1 0 0 0 0 0 0 1 1 0 
0 1 0 0 0 0 0 1 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 1 1 
0 0 1 0 0 0 0 1 1 1 
0 0 0 0 0 1 0 1 1 1 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 1 0 0 
0 0 0 0 0 0 0 0 1 0 
Index: 338
0 0 0 1 0 1 1 1 0 1 
0 0 0 0 0 0 1 0 0 1 
0 0 0 1 1 1 1 0 0 1 
0 0 0 0 0 1 0 1 1 1 
1 0 1 0 0 0 0 0 1 1 
1 0 0 0 0 1 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 1 0 0 
0 0 0 0 0 0 0 0 0 0 
Index: 339
1 1 1 0 0 0 0 0 0 0 
1 1 1 0 0 0 1 1 1 0 
0 1 0 1 1 0 0 0 0 1 
0 0 1 0 0 1 0 1 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 1 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 1 0 1 1 
0 0 0 0 0 0 0 0 0 0 
Index: 340
1 1 1 1 0 0 0 0 0 0 
0 0 1 1 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 1 0 0 0 1 1 
0 0 0 0 0 0 0 0 0 0 
0 0 0 1 0 0 0 1 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 1 0 0 
0 0 0 0 0 0 1 0 0 0 
0 0 0 0 0 0 0 1 0 1 
Index: 341
0 1 0 0 0 0 0 0 0 0 
0 1 0 0 0 0 0 1 1 0 
0 0 0 0 0 0 1 0 1 0 
0 0 0 0 0 0 1 1 1 0 
0 0 0 0 0 0 0 0 1 0 
0 0 0 0 0 1 0 0 0 0 
0 0 0 0 0 1 0 0 0 0 
0 0 0 0 0 1 1 0 0 0 
0 1 0 1 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
Index: 342
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 1 1 0 0 0 
0 0 0 0 0 1 0 0 1 1 
0 1 0 0 0 0 0 0 0 0 
0 0 0 0 1 0 0 0 0 1 
0 0 0 0 0 0 1 1 0 1 
0 0 1 0 0 1 1 1 0 1 
0 0 0 0 1 0 0 0 1 0 
0 0 0 1 1 1 1 1 1 1 
0 0 0 0 1 1 1 1 1 1 
Index: 343
1 1 0 0 0 1 0 0 1 0 
0 0 0 0 0 0 1 0 0 0 
1 1 0 1 0 0 0 0 0 0 
0 1 1 1 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 1 1 
1 0 0 0 0 0 0 1 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 1 0 0 
0 0 0 0 0 0 0 0 1 0 
0 0 0 0 0 0 0 0 0 0 
Index: 344
1 1 0 1 0 0 0 1 0 1 
1 0 1 1 0 1 1 0 1 1 
1 0 1 1 1 1 1 1 0 0 
1 1 0 1 0 0 0 0 0 0 
1 0 0 0 0 0 0 0 0 1 
1 0 0 0 0 1 0 0 0 0 
0 0 1 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
Index: 345
1 1 1 1 1 1 1 1 1 0 
0 0 1 0 1 1 1 1 0 0 
1 0 1 0 0 1 0 0 1 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 1 0 
0 0 0 0 0 0 0 0 1 0 
0 0 0 0 0 0 1 1 0 1 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 1 0 0 0 0 
0 0 0 0 0 0 0 0 1 0 
Index: 346
0 0 0 0 0 0 0 0 0 0 
1 0 1 0 1 1 0 0 0 0 
0 0 0 1 0 1 1 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
1 0 0 0 0 0 0 0 0 0 
0 1 0 0 1 0 0 0 0 0 
0 0 0 0 1 0 0 0 1 1 
0 0 0 0 1 0 1 1 1 1 
0 0 0 0 0 0 1 1 1 1 
Index: 347
0 0 0 0 1 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 1 0 0 
0 0 1 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 1 0 
1 0 1 0 0 0 0 1 0 0 
0 1 1 1 1 1 1 1 0 0 
0 0 0 0 1 1 1 0 0 0 
Index: 348
0 1 1 0 1 1 1 1 1 1 
1 1 0 1 1 1 1 1 1 1 
0 1 1 1 1 1 0 0 0 1 
0 0 1 1 1 0 0 0 0 0 
0 0 0 1 1 0 0 0 0 0 
0 0 1 1 1 0 0 0 0 0 
0 0 1 1 0 0 0 0 0 1 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
Index: 349
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 1 0 0 1 0 0 0 
0 1 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 1 1 0 0 0 0 0 
0 1 1 1 0 1 1 0 0 1 
0 0 0 1 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
Index: 350
0 0 0 0 0 0 0 0 1 1 
0 0 0 0 1 1 0 0 1 1 
0 1 0 0 0 0 0 0 1 1 
1 0 0 0 0 0 0 0 0 0 
1 0 0 0 0 0 0 0 0 0 
1 0 0 0 0 0 0 0 0 1 
1 1 0 1 0 0 0 0 0 0 
1 1 1 1 0 0 0 0 0 0 
0 0 1 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
Index: 351
0 0 0 1 1 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 1 0 0 0 0 0 0 0 0 
0 0 0 0 1 0 0 0 0 0 
0 0 0 0 1 1 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 1 0 0 0 0 
0 0 0 0 0 1 1 0 0 0 
0 1 0 0 0 1 0 0 0 0 
0 0 0 1 0 0 0 0 0 0 
Index: 352
0 0 0 0 0 1 0 0 0 0 
0 0 1 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 1 0 0 
0 0 0 0 0 0 1 0 0 0 
0 1 0 0 0 0 1 1 1 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 1 
0 0 1 0 0 0 0 0 1 1 
0 0 0 0 0 0 0 0 1 1 
Index: 353
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 1 
0 1 0 0 1 0 0 0 0 0 
1 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
1 0 1 1 1 0 0 0 0 1 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 1 0 0 
0 0 1 0 0 0 1 1 0 0 
0 0 1 0 0 0 1 0 0 0 
Index: 354
0 0 0 0 0 0 0 0 1 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 1 0 0 0 0 0 
0 0 0 0 1 0 0 0 1 0 
0 0 1 1 0 1 1 0 0 1 
0 0 0 1 0 0 0 1 0 1 
0 0 0 0 0 1 0 0 0 0 
0 0 0 0 0 0 0 0 0 1 
0 0 0 0 0 0 0 0 1 0 
0 0 0 0 0 0 0 0 0 0 
Index: 355
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 1 
0 0 0 0 1 0 1 1 1 0 
0 0 0 0 0 0 0 1 0 0 
0 0 0 0 0 1 0 1 1 0 
0 0 0 0 0 0 0 0 1 0 
1 0 0 0 0 0 1 0 0 0 
0 0 0 0 0 0 0 0 0 0 
Index: 356
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 1 1 0 0 0 
0 0 0 0 0 1 1 0 0 0 
0 0 0 0 0 1 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
1 0 0 0 0 1 1 0 0 0 
0 0 0 0 1 1 1 0 0 0 
0 1 0 0 0 1 1 0 0 0 
0 0 0 1 0 0 0 1 0 0 
0 0 0 0 0 0 0 0 0 0 
Index: 357
1 1 1 1 1 0 0 0 0 0 
1 1 1 1 1 1 1 0 0 0 
1 1 1 1 0 1 0 0 0 0 
1 1 1 0 0 1 0 0 0 0 
1 1 1 0 0 0 0 0 0 0 
1 1 1 0 1 0 0 0 0 1 
1 1 0 0 0 0 0 0 0 0 
1 0 1 1 1 0 0 0 0 0 
1 1 1 1 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
Index: 358
0 0 0 0 0 0 0 1 1 1 
0 0 0 0 0 0 0 1 1 1 
0 0 0 0 0 0 1 1 1 1 
0 0 0 1 1 1 1 1 1 1 
0 1 0 0 0 1 0 0 0 0 
0 0 0 0 0 0 0 1 0 0 
0 0 0 0 0 1 1 1 0 0 
0 0 0 0 0 1 0 0 0 0 
0 0 0 0 0 1 0 1 0 0 
0 0 0 0 0 0 0 0 0 0 
Index: 359
0 0 0 0 0 0 0 0 0 1 
0 0 0 0 1 0 1 0 0 0 
0 1 1 0 0 0 0 0 0 0 
0 1 0 0 0 1 1 0 1 0 
0 1 1 1 0 1 1 0 0 1 
0 0 1 1 1 1 1 0 0 0 
0 1 0 0 0 1 0 0 0 0 
0 1 1 0 0 0 0 0 0 0 
1 1 1 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
Index: 360
0 0 0 0 0 0 1 1 1 1 
0 1 0 1 1 0 1 1 1 1 
0 0 0 1 1 0 1 0 1 1 
0 0 0 1 1 0 0 0 0 1 
0 0 0 0 0 0 0 0 0 1 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 1 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 1 1 0 0 
0 0 0 0 0 0 0 0 0 0 
Index: 361
1 1 1 1 1 0 1 0 0 0 
0 0 1 1 1 0 0 0 1 0 
0 1 1 1 0 0 0 1 0 0 
0 0 0 0 0 0 0 0 1 0 
0 0 0 0 0 0 0 1 0 0 
0 1 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 1 0 0 0 
0 0 0 0 0 1 0 0 0 0 
0 0 0 0 0 1 0 1 0 0 
0 0 0 0 0 1 0 0 0 0 
Index: 362
1 0 0 0 0 0 0 0 0 0 
1 1 0 1 0 0 0 0 0 0 
1 1 0 1 0 0 0 0 0 0 
1 1 0 0 0 0 0 0 0 0 
1 0 0 0 0 1 0 0 0 0 
0 0 0 0 0 1 0 0 0 0 
0 0 0 0 0 1 0 1 0 0 
1 0 0 0 0 1 0 0 0 0 
1 1 0 0 0 0 1 0 0 0 
0 0 1 0 0 0 0 1 0 0 
Index: 363
1 0 0 0 0 1 0 0 0 0 
0 0 0 0 0 1 1 0 0 0 
1 0 0 0 0 1 0 0 0 1 
0 0 0 0 0 0 0 0 0 0 
0 1 0 0 1 0 0 0 0 0 
0 1 0 0 1 0 0 0 0 0 
0 1 0 0 0 1 0 0 0 0 
0 1 0 0 0 0 0 0 0 0 
0 1 0 0 0 0 0 1 0 0 
0 0 0 0 0 0 0 0 0 0 
Index: 364
0 0 0 0 0 1 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 1 0 0 0 0 0 0 
0 0 1 0 0 0 1 0 0 0 
0 0 0 1 0 0 0 0 0 0 
0 1 0 0 0 0 1 0 0 0 
0 1 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 1 0 
0 0 0 0 0 0 0 0 1 0 
Index: 365
0 0 0 0 0 0 0 0 0 0 
1 1 0 0 0 0 1 0 1 0 
1 1 0 0 0 0 0 0 0 0 
1 1 0 0 0 0 0 0 0 0 
1 1 0 1 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 1 0 0 0 0 0 
1 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
Index: 366
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 1 0 0 0 0 1 0 0 
0 0 1 0 0 0 0 1 0 0 
0 0 1 0 0 0 0 0 1 0 
0 0 0 0 0 0 1 0 0 1 
0 0 0 1 1 1 1 1 0 1 
0 1 0 1 0 0 1 1 0 1 
0 0 0 0 0 0 0 0 0 1 
Index: 367
0 0 0 0 0 0 0 0 0 1 
0 0 0 0 0 0 0 0 1 1 
0 0 0 0 0 0 0 1 0 1 
0 0 0 0 0 0 1 0 1 0 
0 0 1 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 1 
0 0 0 0 0 1 0 0 1 1 
0 1 0 0 1 1 0 1 1 1 
1 1 0 0 1 1 0 0 0 1 
Index: 368
0 0 0 0 0 1 0 0 0 0 
0 0 0 1 0 0 1 1 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 1 0 0 1 0 
0 1 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 1 1 0 0 0 0 1 1 0 
0 0 0 1 1 0 0 1 0 0 
0 0 0 0 0 0 0 0 0 0 
Index: 369
0 0 0 1 0 0 0 0 0 1 
0 0 0 0 0 0 0 0 1 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 1 0 0 0 0 
0 0 0 0 1 0 1 0 0 0 
0 0 0 0 0 0 1 0 0 0 
1 0 0 0 0 1 0 1 1 0 
0 0 0 0 0 0 1 0 0 0 
0 0 0 0 0 1 0 0 0 0 
0 1 0 0 0 0 0 0 0 0 
Index: 370
0 0 0 0 0 0 0 0 0 0 
0 1 0 0 0 0 0 0 0 1 
0 1 1 0 0 0 0 0 0 0 
0 1 1 0 0 0 0 0 0 0 
1 1 1 0 0 0 0 0 1 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 1 0 0 0 0 0 0 1 0 
0 0 0 0 0 0 0 1 0 0 
0 0 0 0 0 0 1 0 0 0 
Index: 371
0 0 0 0 0 0 0 0 0 0 
0 0 1 1 0 0 0 0 0 0 
1 0 1 0 0 0 0 0 0 0 
1 0 1 0 0 0 0 0 0 0 
1 1 1 0 0 0 0 0 0 0 
0 0 0 0 1 0 1 0 0 0 
1 0 0 0 1 0 1 1 0 0 
0 0 0 0 0 0 0 0 1 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
Index: 372
0 0 0 0 0 0 1 0 0 0 
0 0 0 0 0 0 1 1 1 1 
0 0 0 0 0 0 0 1 1 1 
0 0 0 0 0 0 1 0 0 0 
0 0 0 0 0 1 0 0 0 0 
0 0 0 0 1 1 1 0 0 0 
0 0 0 1 0 0 0 0 0 0 
0 0 0 0 1 0 0 0 0 0 
0 0 0 0 0 1 0 0 0 1 
0 0 0 0 0 0 1 0 0 0 
Index: 373
0 1 1 1 1 1 1 0 0 0 
0 0 1 1 1 0 0 0 0 1 
0 0 0 1 0 0 0 1 0 0 
0 0 0 0 0 1 1 0 0 0 
1 1 0 0 0 0 0 0 1 1 
0 1 0 0 0 0 0 0 1 1 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 1 0 0 0 0 0 
Index: 374
0 0 0 0 1 0 0 1 1 1 
0 0 0 0 0 1 1 1 1 1 
0 0 0 0 0 0 1 1 1 1 
0 0 1 0 1 1 1 1 1 1 
0 1 1 1 1 0 1 1 1 1 
1 0 0 0 0 0 0 0 1 1 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 1 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
Index: 375
0 1 0 0 0 0 0 0 0 0 
0 0 1 0 1 1 0 0 0 0 
1 0 1 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 1 0 1 
0 0 0 0 0 0 0 0 0 1 
0 0 0 0 0 0 0 0 0 1 
0 0 0 0 0 0 0 1 0 0 
0 0 0 0 0 1 0 0 1 0 
0 0 0 0 1 0 0 1 1 0 
0 0 0 0 0 0 0 0 0 0 
Index: 376
1 0 0 0 1 0 0 0 0 0 
0 1 0 0 1 0 0 0 0 0 
1 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 1 0 1 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 1 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 1 0 0 0 0 0 0 0 
Index: 377
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 1 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 1 1 1 1 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
1 0 0 1 1 1 0 0 0 0 
0 1 0 0 0 0 0 0 0 0 
0 1 0 1 1 1 0 0 1 1 
Index: 378
0 0 0 0 0 0 1 0 0 0 
0 0 1 0 0 0 0 0 0 0 
0 0 0 0 1 1 0 0 0 0 
0 0 0 0 0 0 0 0 0 1 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 1 1 
0 1 0 0 1 0 0 0 1 1 
0 1 1 0 0 0 0 1 1 1 
1 1 0 0 0 0 0 0 0 1 
0 0 0 0 0 0 0 0 0 0 
Index: 379
0 1 1 1 0 1 0 0 0 0 
0 0 0 1 1 0 0 0 0 0 
1 1 0 1 1 0 0 1 0 0 
0 1 0 1 1 1 0 1 0 0 
0 0 0 1 0 0 1 0 1 0 
0 0 0 0 0 0 0 0 0 0 
0 0 1 0 0 0 0 0 0 0 
0 0 0 0 0 1 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
1 0 0 0 0 0 0 0 0 0 
Index: 380
0 0 0 1 1 1 1 1 1 1 
0 1 0 0 1 1 1 1 1 1 
0 0 0 0 0 0 1 1 1 1 
0 0 0 0 0 1 1 0 0 0 
0 0 0 0 0 0 1 0 1 1 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
Index: 381
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 1 0 0 0 0 0 0 0 0 
1 1 0 0 1 0 0 0 0 0 
0 0 0 0 0 0 0 0 1 0 
0 0 0 0 0 0 0 1 0 0 
1 0 0 0 0 0 0 0 0 0 
0 0 0 0 1 0 0 1 0 0 
0 1 0 1 0 0 0 0 0 0 
Index: 382
0 0 0 0 0 0 0 0 0 1 
0 0 0 0 0 0 0 1 0 0 
0 0 0 0 0 0 1 0 0 0 
0 0 0 1 0 0 1 0 0 0 
0 0 0 0 0 1 0 0 0 0 
0 0 0 0 0 1 0 0 0 0 
0 0 0 0 1 0 0 0 0 0 
1 1 0 1 0 0 0 0 0 0 
0 1 0 0 0 0 0 0 0 0 
0 1 0 0 0 0 0 0 0 0 
Index: 383
0 0 0 1 1 1 1 1 0 1 
0 0 0 1 0 0 0 1 0 1 
0 0 0 0 0 0 0 0 0 1 
0 0 0 0 0 0 0 0 1 1 
0 0 0 0 0 0 0 0 0 1 
0 0 0 0 0 0 0 1 1 1 
0 0 0 0 0 1 0 0 1 1 
0 0 0 0 0 0 0 0 1 1 
0 0 1 0 0 0 0 1 1 1 
0 0 0 0 0 0 0 0 1 1 
Index: 384
1 0 0 1 0 0 1 0 0 0 
0 1 0 0 0 0 1 0 0 1 
0 1 0 0 0 0 1 1 0 0 
0 1 0 0 0 0 0 1 1 0 
0 1 1 1 0 0 0 0 0 0 
0 1 0 0 0 0 0 0 0 0 
0 0 0 1 0 0 0 0 0 0 
0 0 1 0 0 0 0 0 0 0 
0 0 1 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
Index: 385
0 0 0 0 0 0 0 0 1 1 
0 0 1 0 0 0 1 1 1 1 
0 0 0 0 0 0 1 0 0 1 
0 0 0 0 0 0 0 1 1 1 
0 0 0 0 1 0 0 0 0 1 
0 0 0 0 0 0 0 0 0 1 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 1 0 0 0 0 0 
0 0 0 1 0 1 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
Index: 386
0 0 0 0 0 0 0 0 0 0 
0 0 0 1 0 0 0 0 1 0 
0 1 1 1 0 0 0 0 0 0 
0 1 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 1 0 
1 0 0 0 1 0 0 0 0 0 
0 0 0 0 0 0 0 1 1 0 
0 0 0 0 0 0 0 0 1 0 
1 0 1 0 0 0 0 0 0 0 
0 0 0 0 1 0 0 0 0 1 
Index: 387
1 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 1 0 0 
0 0 0 0 0 0 0 0 0 1 
0 0 1 0 0 0 0 1 0 0 
0 1 0 0 0 0 0 1 1 1 
0 0 0 0 0 0 0 1 0 0 
0 0 1 0 1 0 1 1 1 0 
0 0 1 0 0 0 0 0 0 0 
0 0 0 0 1 1 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
Index: 388
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 1 1 
0 0 1 1 0 0 0 0 1 1 
1 1 1 0 0 0 0 0 1 1 
1 1 0 0 1 0 0 0 1 0 
1 1 1 0 0 0 0 0 1 0 
0 0 0 0 0 0 1 0 1 1 
0 0 0 1 1 1 0 0 1 1 
0 0 0 0 0 0 0 0 1 1 
0 0 0 0 0 0 0 0 0 0 
Index: 389
0 0 0 0 1 0 0 0 1 1 
0 0 1 1 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 1 0 0 0 0 0 0 0 
0 1 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 1 
0 0 0 0 0 0 0 0 0 0 
Index: 390
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 1 0 0 0 
0 0 0 0 0 0 1 0 1 0 
0 0 0 0 0 0 0 0 0 1 
0 0 0 1 0 0 1 1 1 0 
0 0 1 0 0 0 0 0 1 1 
0 0 1 0 0 0 0 0 0 1 
Index: 391
1 1 1 0 0 0 0 0 0 0 
0 1 0 0 0 1 0 0 0 0 
0 1 1 0 0 1 1 0 0 0 
0 1 0 1 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
1 0 0 0 0 0 0 0 0 0 
1 1 0 0 0 0 0 0 0 0 
1 1 1 0 0 0 0 0 0 0 
1 1 1 0 0 0 0 0 0 0 
1 0 1 0 0 0 0 0 0 0 
Index: 392
1 1 1 0 0 0 0 0 0 0 
1 1 0 0 0 0 0 0 0 0 
1 1 0 0 0 0 0 0 1 0 
1 1 0 0 0 0 0 0 0 0 
0 1 1 0 1 1 0 0 0 1 
0 1 1 0 0 0 0 0 0 0 
0 1 0 1 0 0 0 0 0 0 
0 0 0 0 0 0 1 0 0 0 
0 0 0 1 0 1 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
Index: 393
1 1 1 1 1 1 1 1 0 0 
1 1 1 1 1 1 0 0 1 0 
1 1 1 1 1 0 1 0 0 0 
0 0 0 0 0 1 1 0 0 0 
1 1 1 0 0 0 1 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 1 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
Index: 394
0 0 0 0 0 0 0 0 0 0 
0 1 0 0 0 0 0 0 0 0 
0 0 1 0 1 0 0 0 0 0 
0 0 0 0 1 0 1 1 1 0 
0 0 0 0 0 0 0 1 0 0 
